Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,cluster
3.95,174672,10750,very small,new,3.98,large,0
4.02,96795,14660,very small,new,3.93,large,0
3.56,13499,1269,small,new,2.8,medium,0
4.36,8084588,673297,medium,new,4.2,large,0
3.91,11123,1200,very small,new,2.95,small,0
4.08,883396,39003,medium,new,4.08,large,0
3.27,8714,1592,very small,new,3.27,medium,0
3.05,942,155,small,new,2.88,small,0
3.87,2625108,58463,large,old,3.83,large,0
3.16,3912,249,small,new,3.02,medium,0
4.33,4717827,195538,small,new,4.07,large,0
4.34,662696,57944,medium,new,3.96,large,0
3.87,7967790,200537,average,new,3.74,large,0
3.78,223748,26376,small,new,3.78,large,0
3.62,243,40,small,new,3.5,small,0
4.17,159484,6126,small,old,4.21,large,0
2.72,6474,1145,very small,new,2.47,medium,0
4.1,6336902,194782,average,new,4.12,large,0
3.86,7295898,154522,large,old,3.9,large,0
4.06,105432,6962,small,new,4.03,large,0
3.67,258999,24668,small,new,3.64,large,0
4.34,11197670,446248,average,new,4.1,large,0
4.48,910855,64563,small,new,4.48,large,0
3.47,356,73,small,new,2.89,small,0
4.23,8430574,485054,average,new,4.32,large,0
3.22,8755,988,small,new,2.82,medium,0
3.93,572768,69387,very small,new,3.93,large,0
3.78,202429,30152,very small,new,3.75,large,0
3.75,506591,61425,average,new,3.74,large,0
3.9,47400,3897,large,new,2.99,small,0
3.94,1202810,42057,large,old,3.92,large,0
2.9,4224,349,small,new,2.83,small,0
3.95,2764979,144706,medium,new,3.71,large,0
2.84,2237,587,very small,new,2.71,medium,0
4.18,197597,16896,very small,new,4.14,large,0
4.14,7226470,450330,large,new,4.09,large,0
3.77,497513,18421,small,new,3.72,large,0
3.89,3112993,158295,small,new,3.59,large,0
3.76,1586339,141424,small,new,3.72,large,0
4.14,7410613,236945,large,old,4.08,large,0
4.16,238450,26462,very small,new,4.2,large,0
4.32,400215,36680,average,old,4.3,large,0
3.45,12336,1715,small,new,2.96,small,0
4.1,796597,104007,small,new,4.35,large,0
4.02,5724416,337931,large,old,4.2,large,0
3.85,52855,4085,large,new,2.94,small,0
4.05,1522822,42980,large,old,4.07,large,0
2.89,2216,432,very small,new,2.89,medium,0
2.8,891,162,very small,new,2.8,small,0
3.89,1670616,53104,large,old,3.88,large,0
3.89,315855,25900,very small,new,3.97,large,0
3.24,35972,4978,medium,new,2.92,small,0
4.34,11197573,446248,average,new,4.36,large,0
3.63,10023,1690,medium,new,2.98,medium,0
4.22,485956,51616,medium,new,4.39,large,0
2.76,4915,474,small,new,2.6,small,0
4.2,764467,82803,average,new,3.91,large,0
3.04,6922,401,medium,new,2.79,medium,0
3.69,2279111,116283,small,new,3.61,large,0
3.84,564338,31926,large,old,3.86,large,0
4.06,17485061,775865,large,old,4.05,large,0
3.97,2416066,190370,small,new,4.07,large,0
4.2,115869,7915,medium,old,4.2,large,0
4.33,1015521,93204,average,new,4.32,large,0
4.08,142877,15576,very small,new,4.09,large,0
2.64,476,78,very small,new,2.64,small,0
3.5,657435,28417,large,old,3.43,large,0
4.12,178084,1356,small,old,4.12,large,0
4.33,1222247,74056,medium,new,4.38,large,0
3.69,96131,7926,small,new,2.75,medium,0
3.62,17032,1994,average,new,2.73,medium,0
4.2,339627,20937,medium,new,2.69,medium,0
4.07,910259,79023,small,new,4.02,large,0
4.0,1411987,38940,medium,new,3.99,large,0
3.05,1731,411,very small,new,2.95,medium,0
4.04,592649,34941,average,new,3.81,large,0
3.78,147735,21242,very small,new,3.79,large,0
4.14,7226538,450339,large,new,4.1,large,0
3.1,312,72,small,new,2.86,small,0
3.7,29866,4060,large,new,2.88,small,0
3.85,859037,112867,small,new,3.82,large,0
3.27,3076,403,very small,new,2.98,medium,0
4.24,212822,16554,small,new,4.27,large,0
4.46,32199613,716327,large,new,4.58,large,0
4.04,107710,9489,small,new,4.04,large,0
4.24,3310059,152579,medium,new,4.11,large,0
4.01,479566,63244,small,new,4.01,large,0
3.38,4651,651,average,new,2.94,small,0
3.98,738735,76982,medium,new,2.83,medium,0
3.98,884084,35031,large,old,3.89,large,0
3.1,4651,356,medium,new,2.87,small,0
2.68,289,48,very small,new,2.68,small,0
3.77,416410,28096,small,new,3.81,large,0
3.99,3603821,223854,small,new,4.17,large,0
4.07,140662,11136,average,old,4.15,large,0
4.03,2627137,106460,medium,new,3.99,large,0
3.65,213428,25375,small,new,3.66,large,0
4.06,1816845,69479,small,new,4.0,large,0
4.2,1003960,28154,large,old,4.21,large,0
4.17,3659601,407636,medium,new,4.38,large,0
4.01,14485,1033,average,new,2.61,small,0
3.86,503759,28773,very small,new,3.84,large,0
3.62,17032,1994,average,new,2.45,small,0
4.07,428090,47730,small,new,3.96,large,0
3.89,1520653,60290,large,old,3.96,large,0
2.78,1103,146,very small,new,2.67,medium,0
4.19,629065,29349,medium,old,4.18,large,0
3.44,40986,5235,small,new,2.99,medium,0
3.46,67355,5817,large,new,2.54,small,0
4.0,1031796,123844,very small,new,3.86,large,0
3.93,1632066,84238,average,new,4.08,large,0
4.07,1157455,47773,large,old,4.06,large,0
4.16,7067463,179290,large,old,4.23,large,0
4.01,2059290,90223,medium,new,4.0,large,0
3.0,343,74,very small,new,2.87,small,0
3.94,900985,39278,average,new,3.91,large,0
4.16,563851,25042,average,new,4.13,large,0
3.11,408,51,small,new,2.63,small,0
3.75,170262,16476,medium,new,2.54,medium,0
3.94,624104,64082,medium,new,4.01,large,0
4.29,638806,52269,medium,new,4.27,large,0
4.01,40690,7478,very small,new,4.02,large,0
3.65,357237,38362,small,new,3.68,large,0
4.2,1398032,46649,large,old,4.09,large,0
4.33,538270,69720,very small,new,4.37,large,0
3.93,114532,12561,small,new,3.88,large,0
4.31,125050,5806,average,new,4.33,large,0
3.67,11245,1513,medium,new,2.79,medium,0
3.59,5217,1142,very small,new,2.92,small,0
4.23,8430569,485052,average,new,4.08,large,0
4.05,204251,17769,very small,new,4.11,large,0
3.56,34793,1950,small,new,2.68,small,0
3.98,2784381,68610,medium,new,3.93,large,0
4.25,3632867,64723,large,old,4.18,large,0
2.92,496,132,small,old,2.63,small,0
3.98,177417,25595,small,new,4.02,large,0
4.06,700067,67228,small,new,4.27,large,0
2.97,269,44,very small,new,2.84,small,0
4.14,1899815,76985,average,new,3.99,large,0
4.09,157753,5032,small,new,4.08,large,0
4.27,3848787,430375,small,new,3.99,large,0
4.04,420142,17368,large,old,4.02,large,0
3.33,26151,3875,very small,new,2.96,medium,0
4.03,6677151,294114,medium,new,4.16,large,0
3.04,1870,176,very small,new,2.99,medium,0
3.76,109004,8411,large,new,2.95,medium,0
2.91,1048,188,very small,new,2.91,medium,0
4.23,1959342,83534,large,old,4.29,large,0
4.15,77623,9070,very small,new,4.15,large,0
1.64,2317,992,very small,new,1.64,medium,0
3.45,3541,309,very small,new,2.7,small,0
3.91,282934,12919,small,new,3.92,large,0
3.76,18025,2216,average,new,2.83,small,0
3.22,5578,192,average,new,2.77,small,0
4.36,8085953,673372,medium,new,4.32,large,0
4.3,1567798,118309,small,new,4.32,large,0
3.4,9895,1648,very small,new,3.21,medium,0
3.95,126279,25194,average,new,3.95,large,0
4.36,8085275,673336,medium,new,4.62,large,0
3.41,5036,772,small,new,3.0,small,0
3.75,475813,27859,large,old,2.91,small,0
3.09,4015,651,small,new,2.93,medium,0
4.47,1255931,93610,very small,new,4.47,large,0
3.68,13006232,387893,medium,new,3.58,large,0
4.35,2492083,155646,small,new,4.39,large,0
4.07,398877,16638,large,old,4.04,large,0
4.01,155321,20206,very small,new,3.99,large,0
3.94,1634737,124980,small,new,3.82,large,0
3.99,3603560,223833,small,new,3.02,large,0
3.84,154930,15181,very small,new,3.81,large,0
3.93,154644,31362,small,new,3.73,large,0
2.69,197,70,very small,new,2.52,small,0
3.91,274713,20060,small,new,3.95,large,0
4.11,3002979,213734,medium,new,4.28,large,0
3.54,2603,352,very small,new,2.81,small,0
3.95,2764964,144706,medium,new,3.9,large,0
4.03,2627165,106462,medium,new,4.02,large,0
4.38,509680,35629,small,new,4.38,large,0
4.2,817470,96360,small,new,4.25,large,0
4.46,1572482,93424,medium,old,3.58,medium,0
3.87,7967754,200537,average,new,3.87,large,0
4.24,931962,58587,medium,new,4.19,large,0
3.85,1327370,50116,large,old,3.84,large,0
4.0,172758,34143,small,new,4.07,large,0
3.69,1191545,29487,small,new,3.78,large,0
4.18,2310183,85786,large,old,4.14,large,0
4.46,32199613,716327,large,new,4.57,large,0
3.95,68794,7622,very small,new,3.95,large,0
3.92,369863,13845,small,new,3.95,large,0
3.19,3160,635,small,new,2.71,medium,0
3.82,165907,14963,small,new,3.87,large,0
3.62,63182,5279,small,new,2.79,medium,0
4.17,139821,18891,very small,new,4.14,large,0
3.77,404072,64717,small,new,3.55,large,0
3.13,1780,418,very small,new,2.95,small,0
3.54,13828,1451,small,new,2.31,small,0
4.08,1487197,77552,large,old,4.15,large,0
4.0,246815,13204,small,new,2.8,medium,0
4.04,592649,34941,average,new,3.92,large,0
3.99,3603821,223854,small,new,3.97,large,0
3.29,749,105,small,new,3.04,small,0
3.72,450171,50607,average,new,3.74,large,0
4.22,1004931,127741,medium,new,4.33,large,0
4.07,150866,4221,average,old,4.07,large,0
3.73,224853,34119,medium,new,3.8,large,0
3.96,504201,62571,small,new,4.04,large,0
3.99,3603898,223858,small,new,3.65,large,0
3.69,141710,28101,average,new,3.72,large,0
4.26,463337,71968,small,new,3.79,large,0
4.06,17484898,775851,large,old,3.98,large,0
3.99,7545068,398167,large,new,2.83,medium,0
4.21,193699,20316,very small,new,4.28,large,0
3.79,617985,55997,very small,new,3.88,large,0
3.78,55051,4385,large,new,2.63,small,0
3.96,2767022,263017,medium,new,3.88,large,0
4.04,195754,14552,very small,new,4.24,large,0
3.99,922905,92983,small,new,4.0,large,0
4.02,687009,38604,average,old,4.11,large,0
3.93,52506,3745,average,old,2.96,small,0
2.78,1384,266,medium,new,2.61,medium,0
2.86,251,29,very small,new,2.86,small,0
4.14,7226645,450345,large,new,4.24,large,0
2.99,6268,881,very small,new,2.74,medium,0
3.96,935355,100250,medium,new,3.98,large,0
4.2,817470,96360,small,new,4.19,large,0
3.26,7743,1064,small,new,2.88,small,0
4.11,856789,116995,very small,new,3.99,large,0
3.93,572826,69395,very small,new,3.86,large,0
4.18,2310190,85792,large,old,4.5,large,0
4.18,449437,14234,average,new,2.92,medium,0
3.91,411286,18971,large,old,2.16,small,0
3.99,4447221,273762,medium,new,4.28,large,0
3.09,4809,675,medium,new,2.91,medium,0
4.11,2159866,92092,large,old,4.11,large,0
3.96,358499,10211,small,new,3.98,large,0
3.52,984,288,very small,new,2.72,small,0
3.99,711690,83220,small,new,3.69,large,0
4.15,1539982,51512,large,old,2.51,small,0
4.2,1004019,28156,large,old,4.15,large,0
4.11,856713,116993,very small,new,4.14,large,0
2.81,1129,228,very small,new,2.77,medium,0
3.86,226038,1083,small,new,3.85,large,0
4.37,719117,29905,average,new,4.37,large,0
3.65,136646,9185,very small,new,3.71,large,0
3.47,13210,3194,medium,new,2.85,small,0
3.71,1360006,70418,medium,new,3.74,large,0
3.95,1341159,127183,small,new,3.81,large,0
3.67,371707,26071,very small,new,3.66,large,0
3.75,475821,27860,large,old,3.75,large,0
4.25,574360,59161,medium,new,4.16,large,0
2.74,1314,309,very small,new,2.77,medium,0
3.91,744686,39436,small,new,3.91,large,0
4.24,1681042,52899,large,new,2.96,small,0
3.48,21566,2555,medium,new,2.94,medium,0
3.21,2624,497,very small,new,2.82,medium,0
4.17,3659516,407633,medium,new,4.17,large,0
4.08,255076,8972,average,old,4.07,large,0
4.18,37980,8338,very small,new,4.17,large,0
4.0,8873839,413756,small,new,3.53,large,0
3.68,13005848,387884,medium,new,3.63,large,0
3.97,154690,11217,large,new,2.8,small,0
4.17,220494,13492,average,new,4.15,large,0
4.03,6677273,294115,medium,new,3.99,large,0
4.0,369368,17108,large,old,3.93,large,0
4.21,2589864,270013,medium,new,4.15,large,0
4.32,824584,70577,small,new,4.29,large,0
3.89,501416,62912,small,new,3.81,large,0
4.02,155769,22204,very small,new,4.09,large,0
3.34,3837,165,average,new,2.85,small,0
3.83,633775,57334,small,new,3.82,large,0
4.28,1953645,196612,small,new,3.69,large,0
4.24,9637673,874520,medium,new,4.39,large,0
3.19,1777,317,small,new,2.86,small,0
3.02,2292,288,very small,new,2.86,medium,0
3.71,3506,352,small,new,3.01,small,0
2.59,567,99,very small,new,2.56,small,0
3.81,163125,22980,very small,new,3.86,large,0
3.78,1187201,108251,small,new,3.85,large,0
4.01,947215,42691,average,old,3.86,large,0
3.7,223336,34211,small,new,3.71,large,0
4.1,868382,104377,small,new,4.0,large,0
3.1,145,22,small,new,2.97,small,0
3.37,2136,470,medium,new,2.9,small,0
4.0,1050280,75789,average,old,4.26,large,0
4.1,6336889,194781,average,new,4.16,large,0
2.4,1548,346,very small,new,2.64,medium,0
3.8,977402,78409,small,new,3.81,large,0
3.95,3271291,221862,small,new,4.3,large,0
3.93,189732,14408,very small,new,3.98,large,0
4.37,6423170,220105,large,old,4.4,medium,0
3.99,7545443,398192,large,new,4.12,large,0
3.93,490158,58974,very small,new,3.94,large,0
3.36,1770,249,medium,new,2.7,small,0
3.95,1523259,48539,average,new,3.86,large,0
4.16,563832,25042,average,new,4.15,large,0
3.19,3746,502,small,new,2.5,small,0
3.93,1245758,68909,large,old,3.61,large,0
4.03,2627137,106460,medium,new,4.19,large,0
4.2,533822,54588,small,new,4.31,large,0
2.98,13053,1801,very small,new,2.82,medium,0
3.83,63946,10714,very small,new,3.82,large,0
4.01,86764,4979,small,new,2.97,medium,0
4.08,86690,4802,medium,new,4.1,large,0
3.97,381113,11981,very small,new,3.97,large,0
3.25,909,95,very small,new,2.95,small,0
3.1,1931,427,small,new,2.63,small,0
4.08,1487197,77552,large,old,4.08,large,0
4.22,2287652,119997,average,new,4.3,large,0
3.95,3271368,221863,small,new,4.08,large,0
4.06,17485048,775865,large,new,3.99,large,0
4.13,1887134,77998,large,old,4.25,large,0
4.04,438440,36747,very small,new,4.04,large,0
3.11,7613,1218,very small,new,2.97,medium,0
4.23,753418,52412,medium,new,4.28,large,0
3.69,1191521,29486,small,new,2.97,large,0
3.6,3852,392,small,old,2.88,small,0
3.92,864750,52721,medium,new,4.03,large,0
3.3,1419,309,small,new,2.48,small,0
4.35,259863,23286,small,new,4.38,large,0
3.95,5726241,212203,large,new,4.1,large,0
4.09,229629,27645,very small,new,4.09,large,0
4.15,322734,29694,small,new,3.66,large,0
4.1,249380,30318,small,new,4.12,large,0
3.1,4651,356,medium,new,2.84,small,0
4.31,1200089,23644,medium,old,4.3,large,0
3.97,436322,16100,large,old,3.97,large,0
3.94,685090,57125,small,new,4.02,large,0
3.99,321232,12947,very small,new,3.95,large,0
3.95,4401139,134553,large,old,4.4,large,0
4.31,1888375,60412,large,old,4.32,large,0
3.94,1634617,124969,small,new,4.03,large,0
3.59,5706,1044,very small,new,2.93,small,0
3.95,3271355,221863,small,new,3.95,large,0
4.15,1633630,39790,medium,new,4.15,large,0
4.23,432848,23967,large,old,4.3,large,0
3.87,711761,95191,very small,new,4.05,large,0
3.85,362716,38125,average,new,2.83,medium,0
4.09,129220,9802,small,new,4.08,large,0
4.0,1424451,126050,small,new,3.93,large,0
4.17,86916,11256,very small,new,4.17,large,0
3.18,592,57,small,new,2.93,small,0
4.24,1300382,76521,small,new,4.3,large,0
3.34,6719,1552,very small,new,2.96,medium,0
4.28,1953545,196606,small,new,4.41,large,0
2.98,4323,981,small,new,2.46,medium,0
3.42,1128,212,small,new,2.78,small,0
4.21,283294,14060,average,old,4.18,large,0
4.07,1745246,82644,small,new,4.08,large,0
3.84,3654801,90793,average,old,3.81,large,0
3.37,5239,762,very small,new,2.91,medium,0
4.37,6423107,220104,large,new,4.33,large,0
3.98,375495,24175,average,old,3.97,large,0
4.07,81509,10169,small,new,4.08,large,0
3.04,795,109,medium,new,2.97,small,0
4.24,9640565,874692,medium,new,4.01,large,0
3.65,383161,56427,small,new,3.71,large,0
4.04,3486459,218504,large,new,4.01,large,0
3.48,26524,3045,average,new,2.81,small,0
3.76,924539,48010,average,old,3.88,large,0
3.87,255573,27590,small,new,3.77,large,0
3.87,1452660,59872,medium,new,3.89,large,0
4.09,235160,32649,very small,new,4.09,large,0
4.02,466352,21219,average,new,2.48,small,0
3.93,926542,54215,average,new,2.86,medium,0
2.93,368,112,very small,new,2.93,small,0
3.85,706186,64013,small,new,3.79,large,0
3.99,157029,6585,medium,new,4.0,large,0
4.2,764444,82799,average,new,4.32,large,0
3.92,335138,24292,medium,new,3.95,large,0
3.84,1638019,74329,average,new,2.97,large,0
1.63,76,25,very small,new,1.63,small,0
4.36,410142,46054,small,new,4.47,large,0
3.95,440504,39678,small,new,4.06,large,0
3.8,3889259,172390,average,old,2.72,medium,0
2.93,1372,220,very small,new,2.93,medium,0
3.11,1353,122,small,new,3.04,small,0
4.0,380460,39068,medium,new,3.89,large,0
4.09,1514366,146959,very small,new,3.63,large,0
3.89,1330664,44514,average,new,2.98,medium,0
3.7,31507,2538,medium,new,2.82,medium,0
3.93,709565,63531,small,new,4.02,large,0
4.72,149368,21023,very small,new,4.72,large,0
4.01,479455,63229,small,new,4.34,large,0
3.64,5831,1763,small,new,3.01,small,0
4.21,89187,4291,small,new,4.23,large,0
3.65,132062,18641,small,new,3.69,large,0
3.93,490031,58960,very small,new,3.93,large,0
3.57,269537,11843,large,new,2.5,medium,0
4.13,247373,22563,medium,new,4.07,large,0
3.01,632,40,small,new,3.01,small,0
4.1,285802,8170,medium,new,4.04,large,0
4.26,167652,9270,medium,old,4.26,large,0
3.67,6470,841,small,new,2.78,small,0
3.95,4401139,134553,large,old,3.99,large,0
4.11,531629,22591,small,new,4.12,large,0
4.06,17484985,775861,large,new,3.99,large,0
4.25,192856,10819,large,old,4.26,large,0
2.47,780,205,small,new,1.86,small,0
4.46,32199613,716327,large,new,4.58,large,0
4.28,617617,114174,small,new,4.23,large,0
4.01,127256,10979,medium,new,2.9,medium,0
4.06,1816797,69478,small,new,4.0,large,0
2.89,22319,1081,medium,new,2.4,medium,0
3.85,145483,22294,small,new,3.9,large,0
4.02,212363,29227,medium,new,4.13,large,0
4.07,253273,34607,small,new,4.05,large,0
4.06,263787,37335,very small,new,4.11,large,0
4.24,9637673,874520,medium,new,4.49,large,0
3.83,53635,5634,average,new,2.9,medium,0
3.95,101707,6767,large,new,2.61,small,0
4.34,11197573,446248,average,new,4.53,large,0
4.29,62341,5370,small,new,2.53,medium,0
4.09,505672,58592,small,new,4.16,large,0
3.95,3150949,247606,large,new,4.14,large,0
3.99,4447211,273762,medium,new,4.24,large,0
4.28,1953489,196598,small,new,2.91,small,0
2.94,6508,1142,very small,new,2.92,medium,0
4.21,85126,5108,very small,new,4.21,large,0
2.92,250,50,very small,new,2.86,small,0
4.1,6336846,194778,average,new,4.19,large,0
3.9,59021,2750,large,new,2.84,small,0
4.33,755721,94926,very small,new,4.19,large,0
4.06,17485048,775865,large,new,4.33,large,0
3.87,7967790,200537,average,new,3.73,large,0
3.31,3354,477,very small,new,2.85,medium,0
3.47,1055,356,medium,new,2.9,small,0
3.49,212732,17478,very small,new,3.54,large,0
3.92,648274,61474,average,old,3.96,large,0
4.45,159839,18613,small,new,4.55,large,0
3.91,359315,47043,very small,new,4.02,large,0
4.06,17485061,775865,large,new,3.91,large,0
3.76,363013,7649,small,new,3.77,large,0
3.28,6057,1726,very small,new,2.49,small,0
4.02,5724455,337935,large,old,4.0,large,0
4.4,4950300,345009,large,new,4.19,large,0
3.64,40129,4625,small,new,2.9,medium,0
4.11,3003008,213734,medium,new,3.73,large,0
4.17,4852942,160529,medium,new,4.23,large,0
4.1,6336889,194781,average,new,4.04,large,0
3.83,449978,40679,small,new,3.82,large,0
3.89,239145,32094,medium,new,4.04,large,0
4.34,11197573,446248,average,new,4.24,large,0
3.02,648,135,small,new,2.98,small,0
4.03,323234,18652,very small,new,4.08,large,0
4.14,7226470,450330,large,new,4.01,large,0
4.17,1701519,237366,medium,new,3.79,large,0
2.62,2879,445,very small,new,2.62,medium,0
4.29,394477,39247,small,new,4.32,large,0
4.02,3520224,95892,large,old,4.14,large,0
3.88,1417118,61245,large,old,3.88,large,0
3.94,3519866,139555,average,new,3.01,medium,0
3.81,198931,24958,small,new,3.75,large,0
4.11,304465,4372,small,new,4.11,large,0
3.85,1336656,117741,small,new,3.84,large,0
3.06,8687,1904,small,new,2.96,medium,0
4.3,1567870,118312,small,new,4.27,large,0
3.91,2137572,63265,average,old,4.01,large,0
3.04,1561,303,very small,new,2.85,small,0
3.74,261952,37684,small,new,3.73,large,0
4.28,1953594,196612,small,new,4.52,large,0
4.02,132310,15462,very small,new,4.01,large,0
3.69,96131,7926,small,new,2.74,medium,0
4.05,210718,15824,very small,new,4.07,large,0
4.26,2271558,270402,small,new,4.07,large,0
3.81,181517,13690,very small,new,3.81,large,0
3.89,501430,62912,small,new,3.85,large,0
4.25,556000,69692,small,new,4.26,large,0
4.14,532013,64267,small,new,3.83,large,0
4.26,159636,29313,small,new,4.23,large,0
3.74,1141192,23141,small,new,3.79,large,0
4.08,270642,42687,small,new,4.23,large,0
3.64,38458,5207,small,new,2.89,small,0
3.13,3731,839,small,new,3.03,medium,0
3.96,2767022,263017,medium,new,4.19,large,0
4.05,270625,17984,large,new,2.92,small,0
4.36,8085813,673367,medium,new,4.36,large,0
3.91,3609551,121946,large,old,4.02,large,0
4.31,3556534,296625,medium,new,4.24,large,0
3.48,21566,2555,medium,new,2.95,small,0
4.12,183806,28174,medium,new,4.47,large,0
3.2,1204,264,small,new,3.02,small,0
4.04,404064,25074,medium,new,4.13,large,0
4.06,940078,102538,medium,new,4.16,large,0
4.24,1681066,52900,large,new,4.37,large,0
2.89,428,109,small,new,2.86,small,0
3.88,383097,32579,very small,new,3.88,large,0
3.91,166564,10154,average,new,2.99,small,0
4.25,338645,12974,average,old,4.27,large,0
3.19,19691,2824,small,new,2.58,medium,0
3.8,93813,10384,large,new,2.84,small,0
3.92,1427846,98478,small,new,3.99,large,0
2.77,1539,295,very small,new,2.77,medium,0
3.56,251646,6171,large,old,3.52,large,0
4.18,89781,11480,small,new,4.26,large,0
4.2,3166111,75134,medium,old,4.23,large,0
4.31,1843766,198156,small,new,4.25,large,0
4.04,882095,48202,average,new,4.16,large,0
4.4,130727,10666,very small,new,4.4,large,0
3.99,2257914,229494,medium,new,4.0,large,0
4.15,761755,54880,average,old,4.24,large,0
4.0,1472129,64248,small,new,3.94,large,0
4.46,32199772,716330,large,new,3.3,large,0
4.0,502864,48617,small,new,4.13,large,0
4.12,651245,88736,very small,new,4.0,large,0
3.65,263175,21930,medium,new,2.68,medium,0
4.2,1358744,123414,small,new,3.9,large,0
2.77,1396,76,small,new,2.73,medium,0
3.82,158359,15904,large,new,2.97,small,0
4.06,17485134,775869,large,new,4.23,large,0
4.21,574768,59983,medium,new,4.21,large,0
4.26,304442,57981,small,new,4.36,large,0
4.16,4926073,186954,large,new,4.25,large,0
3.49,75036,10096,small,new,2.8,medium,0
3.54,925153,51656,medium,new,3.54,large,0
4.14,1906202,33687,very small,new,4.14,large,0
3.82,1238338,50188,large,old,3.9,large,0
4.45,159838,18613,small,new,4.45,large,0
3.6,22537,2574,large,new,2.7,small,0
3.19,3160,635,small,new,2.99,small,0
2.93,289,45,very small,new,2.93,small,0
4.06,867228,97459,medium,new,4.01,large,0
2.62,296,75,very small,new,2.62,small,0
3.54,8173,1345,small,new,2.75,small,0
4.24,3310108,152580,medium,new,4.2,large,0
2.86,716,143,very small,new,2.9,small,0
4.01,997105,70074,medium,new,4.04,large,0
2.6,1963,470,very small,new,2.55,medium,0
3.85,859181,112877,small,new,3.97,large,0
4.07,95446,10529,very small,new,4.08,large,0
3.96,726611,48549,medium,new,3.89,large,0
4.34,11197573,446248,average,new,4.41,large,0
4.2,306037,18367,small,new,4.13,large,0
3.86,1099174,66047,large,old,4.2,large,0
4.04,262497,21220,small,new,3.99,large,0
4.34,11197105,446238,average,new,4.29,large,0
3.89,358148,36320,small,new,3.85,large,0
4.17,3659601,407636,medium,new,4.02,large,0
3.92,291881,20015,large,old,4.0,large,0
4.41,234593,20700,very small,new,4.41,large,0
3.72,194697,14997,very small,new,3.72,large,0
4.19,135468,4492,medium,old,4.19,large,0
4.0,1864417,180088,medium,new,4.05,large,0
3.82,447064,36561,very small,new,3.82,large,0
4.02,279209,28077,small,new,4.1,large,0
4.05,2727921,84887,average,new,4.01,large,0
4.13,247368,22563,medium,new,4.19,large,0
2.98,372,73,very small,new,2.94,small,0
4.38,234467,25445,very small,new,4.38,large,0
3.56,13499,1269,small,new,2.86,medium,0
2.82,163,27,very small,new,2.74,small,0
3.63,31984,1403,average,new,2.8,medium,0
4.34,3015019,42829,average,old,4.37,large,0
3.78,3729,374,small,new,2.79,small,0
3.02,198,52,very small,new,2.93,small,0
4.47,2530559,87828,very small,new,4.47,large,0
3.62,9046,900,medium,new,2.88,small,0
4.07,2787250,100772,large,old,4.16,large,0
3.94,107154,11781,medium,new,2.84,small,0
3.77,12343,1766,small,new,2.93,small,0
3.92,648274,61474,average,old,3.83,large,0
4.14,7410567,236940,large,old,4.28,large,0
4.03,2627137,106460,medium,new,3.96,large,0
4.09,2005157,210817,small,new,4.18,large,0
3.73,86472,3516,small,new,2.79,small,0
1.3,915,389,very small,new,1.3,small,0
4.45,332535,13767,medium,old,4.44,large,0
3.86,7295829,154518,large,old,3.9,large,0
3.25,2296,346,very small,new,2.9,small,0
3.21,510177,20055,small,new,2.52,large,0
3.54,2603,352,very small,new,2.58,small,0
4.17,1036195,87024,small,new,4.29,large,0
4.21,2589882,270016,medium,new,4.42,large,0
4.07,413448,29455,small,new,4.07,large,0
3.87,707197,78791,very small,new,3.97,large,0
4.15,1540036,51513,large,old,4.38,large,0
4.2,215190,24967,very small,new,4.23,large,0
